id,comment,territory
938,"A insegurança aqui tá um absurdo total. Ninguém consegue mais andar tranquilo no cruzamento principal perto do posto de combustível, depois das sete da noite porque o policiamento preventivo sumiu. meu filho adolescente já cansou de ver assalto perto dos prédios. Precisamos de patrulhamento urgente e iluminação de verdade pra afastar esses criminosos.",asfalto
939,"Falta iluminação nos becos mais internos da comunidade. Caminhar por aqui de noite é um desafio de sobrevivência porque tá tudo no escuro completo. na escadaria principal da comunidade,, os moradores vivem com medo de assalto e queda. minha mãe idosa comprou lâmpada do próprio bolso pra colocar no beco.",comunidade
940,"A gente vive no meio do fogo cruzado e ninguém faz nada por nós. esses dias atrás teve tiroteio perto do CIEP e uma senhora de idade que mora aqui perto teve que correr pra se proteger dentro do beco. As crianças ficam traumatizadas e perdem aula direta. Segurança pra nós da comunidade é artigo de luxo pelo visto. E a iluminação dos postes sumiu nessa parte, virando um breu danado propício pra assaltos.",favela
941,"Ir no posto de saúde da Gávea é passar nervoso. Fui levar um rapaz que estuda na PUC anteontem e o atendimento tava parado por falta de médico. A gente que mora no morro tem que descer de madrugada, pegar chuva na fila pra ouvir que não tem vaga. Saúde pública aqui tá largada às traças.",comunidade
942,"Na comunidade a gente sofre quando alguém passa mal. no último sábado de madrugada, um morador antigo aqui do beco teve uma crise forte e a ambulância do Samu se recusou a subir perto do valão de esgoto principal, alegando falta de segurança. Tivemos que carregar ele no braço até o asfalto. O posto de saúde também nunca tem remédio básico.",favela
943,"Os buracos na pista tão acabando com os carros dos moradores. perto do Planetário da Gávea, tem uma cratera aberta que tá causando acidentes graves. em plena luz do dia ontem um motoqueiro quase se acidentou feio. minha irmã com o carrinho de bebê já abriu vários chamados no 1746 mas eles só jogam uma terra que sai na primeira chuvinha. Desse jeito o posto de saúde vai continuar lotado de gente doente com infecção.",asfalto
944,"Minha reclamação é sobre a dificuldade de conseguir atendimento de emergência na área. já faz uns três dias precisamos de socorro urgente pra eu mesmo com pressa pro serviço, mas a ambulância demorou horas pra chegar aqui na Rua Vice-Governador Rubens Berardo,. O posto de saúde vive superlotado e sem médicos suficientes pra a demanda absurda.",asfalto
945,"É uma pouca vergonha o estado das galerias de esgoto aqui. logo cedo na segunda-feira a tubulação começou a vazar bem na curva perigosa perto da descida pra o São Conrado, e o mau cheiro tá insuportável na rua inteira. um grupo de estudantes daqui já ligou pro 1746 reclamando, mas ninguém aparece. Descaso total da prefeitura com o IPTU caro que a gente paga.",alto da gávea
946,"O posto de saúde da Gávea tá sem o mínimo de estrutura pra atender o bairro. minha filha mais nova precisava de remédio de uso contínuo pra pressão e disseram que tá em falta na farmácia do posto faz dois meses. Pra marcar um exame simples pelo Sisreg é uma novela que demora quase um ano, descaso total. Fora o transporte público que demora horas pra passar e nos deixa mofando no ponto com medo.",asfalto
947,"Prometeram regularização fundiária pra nossa comunidade há anos, disseram que a gente ia ter o documento da casa própria, mas ficou só na promessa vazia. meu vizinho da frente, o Seu Jorge, investiu o dinheiro da vida toda construindo sua moradia perto de no Beco do Rato, na parte mais alta, e vive com a insegurança de ser despejado.",favela
948,"Morar aqui tá difícil por causa dos problemas crônicos de drenagem pluvial. em frente ao Shopping da Gávea,, a água fica empossada por dias após qualquer temporal comum. uma vizinha nossa, a Dona Maria, reclama que o mau cheiro de esgoto invade os apartamentos do térreo. Cadê as obras de saneamento e escoamento prometidas pela prefeitura?",asfalto
949,"Político só sobe o morro na época da eleição pra apertar a mano do morador e tirar foto comendo pastel. Prometem asfalto na viela, saneamento e creche perto de perto do valão de esgoto principal,, mas depois que ganham a eleição esquecem da favela. meu marido voltando do trabalho tá revoltado com tanta mentira e descaso da prefeitura. A prefeitura diz na televisão que faz obra mas a verdade é que o descaso continua igual por aqui.",favela
950,"O posto de saúde da Gávea tá sem o mínimo de estrutura pra atender o bairro. meu filho adolescente precisava de remédio de uso contínuo pra pressão e disseram que tá em falta na farmácia do posto faz dois meses. Pra marcar um exame simples pelo Sisreg é uma novela que demora quase um ano, descaso total.",alto da gávea
951,"Um absurdo a truculência nas abordagens policiais aqui na comunidade. na última terça-feira, minha mãe idosa foi parado voltando do serviço bem na subida da passarela de acesso, e os policiais já chegaram esculachando, tratando como suspeito. A gente quer segurança, mas quer respeito também, porque trabalhador não é bandido.",favela
952,"A situação da saúde aqui tá precária demais. O posto da Gávea não dá conta de atender todo mundo da favela e do asfalto. uma senhora de idade que mora aqui perto foi lá com suspeita de dengue esses dias atrás e mandaram voltar pra casa e tomar paracetamol sem nem fazer exame de sangue. Uma vergonha esse descaso. É uma falta de respeito tremenda com quem paga imposto caro todo mês e não vê retorno.",comunidade
953,"Político só sobe o morro na época da eleição pra apertar a mano do morador e tirar foto comendo pastel. Prometem asfalto na viela, saneamento e creche perto de nas vielas apertadas perto do CIEP,, mas depois que ganham a eleição esquecem da favela. um rapaz que estuda na PUC tá revoltado com tanta mentira e descaso da prefeitura.",favela
954,"A única pracinha que a gente tem perto de no Beco do Rato, na parte mais alta, tá totalmente destruída. Os brinquedos que a própria comunidade ajudou a cuidar tão quebrados e o mato tá alto, cheio de rato. um morador antigo aqui do beco tentou levar os netos no último sábado de madrugada mas não dava nem pra entrar de tanta sujeira. Queremos lazer digno.",favela
955,"Os buracos na pista tão acabando com os carros dos moradores. na Rua Engenheiro Álvaro Niemeyer, tem uma cratera aberta que tá causando acidentes graves. em plena luz do dia ontem um motoqueiro quase se acidentou feio. minha irmã com o carrinho de bebê já abriu vários chamados no 1746 mas eles só jogam uma terra que sai na primeira chuvinha. Até a escola da garotada fica prejudicada com essa buraqueira toda que impede o acesso.",alto da gávea
956,"Os pontos de ônibus perto de perto do valão de esgoto principal, tão abandonados, sem cobertura nenhuma contra chuva ou sol e totalmente escuros de noite. eu mesmo com pressa pro serviço fica exposto ao perigo e ao tempo esperando condução que nunca passa no horário certo. Transporte de qualidade é um direito nosso.",favela
957,"O custo de moradia na Gávea virou uma loucura completa e inacessível. Os aluguéis tão num valor abusivo por causa da especulação imobiliária. um grupo de estudantes daqui mora aqui há mais de dez anos perto de perto do mirante do Alto da Gávea, e agora tá sendo obrigado a se mudar porque não aguenta mais pagar tão caro por um espaço pequeno.",alto da gávea
958,"A fiação elétrica aqui tá um perigo absurdo, um emaranhado de fios soltos e baixos passando na cabeça da gente. na área baixa perto do canal,, os cabos tão quase tocando o chão das vielas. minha filha mais nova tem medo de um curto-circuito ou incêndio grave. A Light e a prefeitura precisam ordenar esse caos. Nem o Parque da Cidade escapa desse abandono generalizado que tomou conta do nosso bairro.",comunidade
959,"Morar perto do valão é um sofrimento sem fim que ninguém merece. perto do ponto final das vans lá em cima,, o cheiro é de morte o dia todo e quando chove a água podre invade os becos e entra nas casas. meu vizinho da frente, o Seu Jorge, perdeu os móveis na última enchente. Precisamos de saneamento básico, saneamento é dignidade humana!",favela
960,"Os pontos de ônibus perto de na escadaria principal da comunidade, tão abandonados, sem cobertura nenhuma contra chuva ou sol e totalmente escuros de noite. uma vizinha nossa, a Dona Maria, fica exposto ao perigo e ao tempo esperando condução que nunca passa no horário certo. Transporte de qualidade é um direito nosso.",comunidade
961,"A situação da segurança aqui dentro tá muito complicada e tensa. ontem de noite teve operação e correria bem perto da associação de moradores,, deixando os moradores apavorados dentro de casa. meu marido voltando do trabalho ficou preso sem conseguir descer pro trabalho. Falta uma política de segurança que respeite quem mora aqui na favela. E pra piorar tudo, as calçadas tão todas quebradas, um perigo de queda pros idosos.",comunidade
962,"Aqui nas vielas a segurança pública é quase nenhuma, só lembram da gente pra fazer operação violenta. na Viela da Paz, subindo as escadas, tá perigoso de andar de noite por falta de luz nos postes. meu filho adolescente já ouviu relato de assalto nos becos escuros. Queremos paz e policiamento comunitário de verdade.",favela
963,"Olha, a situação da segurança tá caótica na Gávea. no trecho mais alto e escuro da via, virou ponto fixo de bandido assaltando quem sai do trabalho ou da faculdade. na última terça-feira teve mais um roubo de celular violento. minha mãe idosa tentou acionar os policiais mas a viatura demorou uma eternidade pra chegar.",alto da gávea
964,"A gente vive no meio do fogo cruzado e ninguém faz nada por nós. esses dias atrás teve tiroteio perto do CIEP e uma senhora de idade que mora aqui perto teve que correr pra se proteger dentro do beco. As crianças ficam traumatizadas e perdem aula direta. Segurança pra nós da comunidade é artigo de luxo pelo visto. E a iluminação dos postes sumiu nessa parte, virando um breu danado propício pra assaltos.",comunidade
965,"Depender de transporte aqui na comunidade é um teste de paciência. Os ônibus sumiram das linhas e demoram séculos. anteontem, um rapaz que estuda na PUC esperou quase uma hora no ponto perto de na subida da passarela de acesso, pra conseguir descer pro trabalho. A prefeitura precisa obrigar as empresas a cumprirem os horários.",favela
966,"Toda vez que cai uma chuva mais forte, as ruas da Gávea alagam por causa dos bueiros entupidos. no último sábado de madrugada, a água da chuva acumulou tanto no cruzamento principal perto do posto de combustível, que cobriu as calçadas e quase invadiu os comércios. um morador antigo aqui do beco teve o carro danificado. A Comlurb precisa limpar essas bocas de lobo urgente.",asfalto
